VEHICLE_NAME;DEV_1;DEV_2;DEV_3;SETUP_USAGE_PERCENT
france:F71_AMX_30_prototype;ventilation;aimingStabilizer;rammer;39.1
france:F71_AMX_30_prototype;ventilation;rammer;coatedOptics;16.78
france:F71_AMX_30_prototype;rammer;aimingStabilizer;coatedOptics;7.76
france:F72_AMX_30;ventilation;aimingStabilizer;rammer;22.1
france:F72_AMX_30;ventilation;additInvisibilityDevice;rammer;8.59
france:F72_AMX_30;coatedOptics;additInvisibilityDevice;commandersView;8.29
france:F73_M4A1_Revalorise;ventilation;aimingStabilizer;rammer;21.56
france:F73_M4A1_Revalorise;turbocharger;aimingStabilizer;rammer;15.86
france:F73_M4A1_Revalorise;turbocharger;rammer;ventilation;5.17
france:F74_AMX_M4_1949;healthReserve;aimingStabilizer;rammer;45.71
france:F74_AMX_M4_1949;aimingStabilizer;rotationMechanism;rammer;10.57
france:F74_AMX_M4_1949;aimingStabilizer;turbocharger;rammer;10
france:F74_AMX_M4_1949_Liberte;healthReserve;turbocharger;rammer;18.26
france:F74_AMX_M4_1949_Liberte;healthReserve;aimingStabilizer;rammer;16.47
france:F74_AMX_M4_1949_Liberte;ventilation;aimingStabilizer;rammer;12.53
france:F75_Char_de_25t;ventilation;aimingStabilizer;coatedOptics;11.29
france:F75_Char_de_25t;coatedOptics;additInvisibilityDevice;commandersView;10.23
france:F75_Char_de_25t;aimingStabilizer;commandersView;coatedOptics;9.48
france:F81_Char_de_65t;healthReserve;aimingStabilizer;rammer;28.74
france:F81_Char_de_65t;healthReserve;turbocharger;rammer;15.83
france:F81_Char_de_65t;ventilation;aimingStabilizer;coatedOptics;13.43
france:F82_AMX_M4_Mle1949_Ter;healthReserve;aimingStabilizer;rammer;23.02
france:F82_AMX_M4_Mle1949_Ter;healthReserve;turbocharger;rammer;19.8
france:F82_AMX_M4_Mle1949_Ter;aimingStabilizer;turbocharger;rammer;16.64
france:F83_AMX_M4_Mle1949_Bis;healthReserve;aimingStabilizer;rammer;31.14
france:F83_AMX_M4_Mle1949_Bis;healthReserve;turbocharger;rammer;18.63
france:F83_AMX_M4_Mle1949_Bis;turbocharger;aimingStabilizer;rammer;14.49
france:F84_Somua_SM;healthReserve;turbocharger;aimingStabilizer;25.67
france:F84_Somua_SM;ventilation;turbocharger;aimingStabilizer;10.89
france:F84_Somua_SM;healthReserve;improvedSights;aimingStabilizer;9.09
france:F85_M4A1_FL10;rotationMechanism;ventilation;coatedOptics;25.47
france:F85_M4A1_FL10;ventilation;improvedSights;coatedOptics;11.37
france:F85_M4A1_FL10;turbocharger;rotationMechanism;coatedOptics;9.81
france:F87_Batignolles-Chatillon_12t;commandersView;additInvisibilityDevice;coatedOptics;81.46
france:F87_Batignolles-Chatillon_12t;coatedOptics;commandersView;ventilation;4.98
france:F87_Batignolles-Chatillon_12t;additInvisibilityDevice;ventilation;coatedOptics;1.88
france:F88_AMX_13_105;commandersView;additInvisibilityDevice;coatedOptics;76.03
france:F88_AMX_13_105;commandersView;ventilation;coatedOptics;5.94
france:F88_AMX_13_105;commandersView;additInvisibilityDevice;ventilation;4.9
france:F89_Canon_dassaut_de_105;rammer;ventilation;coatedOptics;26.13
france:F89_Canon_dassaut_de_105;rammer;modernizedTurbochargerRotationMechanism;ventilation;7.95
france:F89_Canon_dassaut_de_105;rammer;turbocharger;ventilation;7.27
france:F97_ELC_EVEN_90;commandersView;additInvisibilityDevice;coatedOptics;81.62
france:F97_ELC_EVEN_90;commandersView;ventilation;coatedOptics;4.19
france:F97_ELC_EVEN_90;commandersView;turbocharger;coatedOptics;3.53
germany:G02_Hummel;rammer;rotationMechanism;enhancedAimDrives;79.94
germany:G02_Hummel;rammer;turbocharger;enhancedAimDrives;11.83
germany:G02_Hummel;rammer;rotationMechanism;stereoscope;3.33
germany:G03_PzV_Panther;ventilation;rammer;coatedOptics;10.4
germany:G03_PzV_Panther;rotationMechanism;rammer;ventilation;9.72
germany:G03_PzV_Panther;enhancedAimDrives;improvedSights;rammer;8.34
germany:G04_PzVI_Tiger_I;healthReserve;rammer;ventilation;13.21
germany:G04_PzVI_Tiger_I;healthReserve;rotationMechanism;rammer;11.85
germany:G04_PzVI_Tiger_I;healthReserve;turbocharger;rammer;10.25
germany:G05_StuG_40_AusfG;ventilation;rammer;stereoscope;26.71
germany:G05_StuG_40_AusfG;ventilation;rammer;coatedOptics;15.43
germany:G05_StuG_40_AusfG;rammer;modernizedImprovedSightsEnhancedAimDrives;modernizedTurbochargerRotationMechanism;7.86
germany:G09_Hetzer;enhancedAimDrives;turbocharger;healthReserve;23.58
germany:G101_StuG_III;ventilation;camouflageNet;stereoscope;23.7
germany:G103_RU_251;commandersView;additInvisibilityDevice;coatedOptics;84.01
germany:G103_RU_251;commandersView;additInvisibilityDevice;ventilation;2.99
germany:G103_RU_251;additInvisibilityDevice;turbocharger;coatedOptics;2.67
germany:G104_Stug_IV;ventilation;stereoscope;rammer;31.98
germany:G104_Stug_IV;rammer;turbocharger;stereoscope;24.95
germany:G104_Stug_IV;turbocharger;coatedOptics;rammer;11.94
germany:G105_T-55_NVA_DDR;ventilation;aimingStabilizer;rammer;25.16
germany:G105_T-55_NVA_DDR;turbocharger;aimingStabilizer;rammer;14.88
germany:G105_T-55_NVA_DDR;coatedOptics;aimingStabilizer;rammer;9.42
germany:G106_PzKpfwPanther_AusfF;turbocharger;aimingStabilizer;rammer;43.02
germany:G106_PzKpfwPanther_AusfF;ventilation;aimingStabilizer;rammer;20.7
germany:G106_PzKpfwPanther_AusfF;rammer;coatedOptics;ventilation;7.44
germany:G109_Steyr_WT;rammer;camouflageNet;stereoscope;18.26
germany:G109_Steyr_WT;rammer;improvedSights;coatedOptics;16.54
germany:G109_Steyr_WT;rammer;turbocharger;stereoscope;9.1
germany:G10_PzIII_AusfJ;enhancedAimDrives;ventilation;coatedOptics;20.26
germany:G10_PzIII_AusfJ;turbocharger;ventilation;coatedOptics;16.38
germany:G110_Typ_205;healthReserve;turbocharger;rammer;44.18
germany:G110_Typ_205;healthReserve;modernizedTurbochargerRotationMechanism;rammer;9.28
germany:G110_Typ_205;healthReserve;aimingStabilizer;rammer;8.39
germany:G112_KanonenJagdPanzer;rammer;coatedOptics;ventilation;51.25
germany:G112_KanonenJagdPanzer;rammer;additInvisibilityDevice;coatedOptics;34.52
germany:G112_KanonenJagdPanzer_105;rammer;ventilation;coatedOptics;23.06
germany:G112_KanonenJagdPanzer_105;improvedSights;ventilation;stereoscope;9.67
germany:G112_KanonenJagdPanzer_105;improvedSights;ventilation;coatedOptics;8.18
germany:G113_SP_I_C;ventilation;additInvisibilityDevice;coatedOptics;35.11
germany:G113_SP_I_C;additInvisibilityDevice;turbocharger;coatedOptics;32.15
germany:G113_SP_I_C;additInvisibilityDevice;rammer;coatedOptics;13.22
germany:G114_Rheinmetall_Skorpian;rammer;improvedSights;coatedOptics;17.51
germany:G114_Rheinmetall_Skorpian;rammer;rotationMechanism;coatedOptics;13.2
germany:G114_Rheinmetall_Skorpian;improvedSights;rotationMechanism;rammer;7.08
germany:G114_Skorpian;rammer;improvedSights;coatedOptics;11.87
germany:G114_Skorpian;improvedSights;rotationMechanism;rammer;9.53
germany:G114_Skorpian;rammer;rotationMechanism;coatedOptics;8.12
germany:G115_Typ_205B;healthReserve;turbocharger;rammer;35.08
germany:G115_Typ_205B;healthReserve;aimingStabilizer;rammer;10.75
germany:G115_Typ_205B;aimingStabilizer;turbocharger;rammer;7.02
germany:G118_VK4503;healthReserve;turbocharger;rammer;12.47
germany:G118_VK4503;healthReserve;rammer;ventilation;11.25
germany:G118_VK4503;healthReserve;rammer;coatedOptics;10.76
germany:G119_Pz58_Mutz;ventilation;aimingStabilizer;rammer;21.45
germany:G119_Pz58_Mutz;ventilation;aimingStabilizer;coatedOptics;15.64
germany:G119_Pz58_Mutz;turbocharger;rammer;aimingStabilizer;10.91
germany:G120_M41_90;commandersView;additInvisibilityDevice;coatedOptics;62.94
germany:G120_M41_90;commandersView;additInvisibilityDevice;ventilation;11.46
germany:G120_M41_90;commandersView;additInvisibilityDevice;aimingStabilizer;9.43
germany:G120_M41_90_GrandFinal;commandersView;additInvisibilityDevice;coatedOptics;60.71
germany:G120_M41_90_GrandFinal;commandersView;additInvisibilityDevice;ventilation;10.12
germany:G120_M41_90_GrandFinal;commandersView;additInvisibilityDevice;stereoscope;6.2
germany:G121_Grille_15_L63;rammer;improvedSights;rotationMechanism;10.78
germany:G121_Grille_15_L63;rotationMechanism;modernizedTurbochargerRotationMechanism;rammer;10.32
germany:G121_Grille_15_L63;rammer;modernizedTurbochargerRotationMechanism;improvedSights;7.2
germany:G124_Pz_Kpfw_38_K;rammer;coatedOptics;ventilation;44.64
germany:G124_Pz_Kpfw_38_K;coatedOptics;additInvisibilityDevice;ventilation;12.37
germany:G124_Pz_Kpfw_38_K;turbocharger;coatedOptics;rammer;10.24
germany:G125_Spz_57_Rh;commandersView;additInvisibilityDevice;coatedOptics;72.92
germany:G125_Spz_57_Rh;commandersView;additInvisibilityDevice;rammer;6.02
germany:G125_Spz_57_Rh;rammer;additInvisibilityDevice;healthReserve;4.05
germany:G126_HWK_12;commandersView;additInvisibilityDevice;coatedOptics;86.95
germany:G126_HWK_12;commandersView;additInvisibilityDevice;ventilation;5.15
germany:G126_HWK_12;coatedOptics;rammer;ventilation;2.76
germany:G134_PzKpfw_VII;healthReserve;aimingStabilizer;rammer;29.58
germany:G134_PzKpfw_VII;healthReserve;turbocharger;rammer;11.92
germany:G134_PzKpfw_VII;modernizedExtraHealthReserveAntifragmentationLining;aimingStabilizer;rammer;9.61
germany:G136_Tiger_131;healthReserve;turbocharger;rammer;14.31
germany:G136_Tiger_131;healthReserve;rammer;ventilation;11.1
germany:G136_Tiger_131;ventilation;rammer;coatedOptics;10.59
germany:G138_VK168_02;healthReserve;turbocharger;rammer;57.62
germany:G138_VK168_02;rammer;turbocharger;aimingStabilizer;12.14
germany:G138_VK168_02_Mauerbrecher;healthReserve;aimingStabilizer;rammer;48.83
germany:G138_VK168_02_Mauerbrecher;modernizedTurbochargerRotationMechanism;aimingStabilizer;rammer;14.1
germany:G138_VK168_02_Mauerbrecher;healthReserve;modernizedTurbochargerRotationMechanism;rammer;10.18
germany:G13_VK3001H;turbocharger;rammer;coatedOptics;19.66
germany:G13_VK3001H;ventilation;rammer;coatedOptics;9.73
germany:G13_VK3001H;healthReserve;enhancedAimDrives;rammer;9.73
germany:G140_HWK_30;commandersView;additInvisibilityDevice;coatedOptics;59.11
germany:G140_HWK_30;coatedOptics;rammer;aimingStabilizer;7.04
germany:G140_HWK_30;commandersView;additInvisibilityDevice;rammer;4.59
germany:G141_VK7501K;healthReserve;aimingStabilizer;rammer;17.84
germany:G141_VK7501K;ventilation;aimingStabilizer;rammer;15.97
germany:G141_VK7501K;improvedSights;rammer;aimingStabilizer;8.17
germany:G142_M48RPz;turbocharger;healthReserve;rammer;20.6
germany:G142_M48RPz;turbocharger;aimingStabilizer;rammer;16.85
germany:G142_M48RPz;turbocharger;rammer;ventilation;15.74
germany:G143_E75_TS;ventilation;aimingStabilizer;rammer;24.21
germany:G143_E75_TS;healthReserve;aimingStabilizer;rammer;18.52
germany:G143_E75_TS;turbocharger;aimingStabilizer;rammer;11.96
germany:G144_Kpz_50t;ventilation;aimingStabilizer;rammer;21.65
germany:G144_Kpz_50t;rammer;modernizedTurbochargerRotationMechanism;aimingStabilizer;14.78
germany:G144_Kpz_50t;healthReserve;aimingStabilizer;rammer;12.49
germany:G147_Kunze_Panzer;ventilation;aimingStabilizer;rammer;22.77
germany:G147_Kunze_Panzer;coatedOptics;additInvisibilityDevice;commandersView;16.55
germany:G147_Kunze_Panzer;ventilation;improvedSights;rammer;6.33
germany:G154_Kpz_07_RH;ventilation;aimingStabilizer;rammer;17.69
germany:G154_Kpz_07_RH;rammer;aimingStabilizer;coatedOptics;8.51
germany:G154_Kpz_07_RH;ventilation;rammer;coatedOptics;6.85
germany:G158_VK2801_105_SPXXI;coatedOptics;aimingStabilizer;rammer;16.44
germany:G158_VK2801_105_SPXXI;coatedOptics;additInvisibilityDevice;ventilation;13.39
germany:G158_VK2801_105_SPXXI;coatedOptics;additInvisibilityDevice;aimingStabilizer;11.68
germany:G159_KPZ_3_Project_07_HK;rammer;ventilation;coatedOptics;15.3
germany:G159_KPZ_3_Project_07_HK;coatedOptics;modernizedTurbochargerRotationMechanism;ventilation;6.49
germany:G159_KPZ_3_Project_07_HK;rammer;turbocharger;coatedOptics;5.15
germany:G15_VK3601H;rammer;coatedOptics;ventilation;19.44
germany:G15_VK3601H;healthReserve;turbocharger;rammer;17.35
germany:G15_VK3601H;healthReserve;rammer;ventilation;10.93
germany:G162_Project_Kpz_07P_E;healthReserve;turbocharger;rammer;17.92
germany:G162_Project_Kpz_07P_E;healthReserve;aimingStabilizer;rammer;16.69
germany:G162_Project_Kpz_07P_E;healthReserve;rammer;ventilation;10.54
germany:G163_Pz_Kpfw_KW_Ir_mit_75mm_kwk40;healthReserve;rammer;ventilation;29.02
germany:G163_Pz_Kpfw_KW_Ir_mit_75mm_kwk40;healthReserve;turbocharger;rammer;28.76
germany:G163_Pz_Kpfw_KW_Ir_mit_75mm_kwk40;ventilation;rotationMechanism;rammer;9.23
germany:G164_Kpz_Pr_68_P;ventilation;aimingStabilizer;rammer;29.05
germany:G164_Kpz_Pr_68_P;turbocharger;aimingStabilizer;rammer;11.86
germany:G164_Kpz_Pr_68_P;aimingStabilizer;coatedOptics;rammer;8.16
germany:G166_LKpz_70_K;commandersView;additInvisibilityDevice;coatedOptics;67.64
germany:G166_LKpz_70_K;commandersView;rammer;coatedOptics;6.89
germany:G166_LKpz_70_K;coatedOptics;additInvisibilityDevice;rammer;3.45
germany:G167_Tiger_Maus_120t;healthReserve;turbocharger;rammer;27.4
germany:G167_Tiger_Maus_120t;healthReserve;aimingStabilizer;rammer;11.73
germany:G167_Tiger_Maus_120t;modernizedExtraHealthReserveAntifragmentationLining;aimingStabilizer;rammer;7.76
germany:G168_KJpz_T_III;rammer;additInvisibilityDevice;coatedOptics;20.47
germany:G168_KJpz_T_III;rammer;modernizedTurbochargerRotationMechanism;ventilation;11.24
germany:G168_KJpz_T_III;turbocharger;stereoscope;rammer;7.55
germany:G169_T_54D;turbocharger;aimingStabilizer;rammer;41.02
germany:G169_T_54D;modernizedTurbochargerRotationMechanism;aimingStabilizer;rammer;13.22
germany:G169_T_54D;turbocharger;rammer;ventilation;4.15
germany:G16_PzVIB_Tiger_II;healthReserve;aimingStabilizer;rammer;18.94
germany:G16_PzVIB_Tiger_II;aimingStabilizer;turbocharger;rammer;17.15
germany:G16_PzVIB_Tiger_II;healthReserve;turbocharger;rammer;13.73
germany:G170_PzKpfwIV_Ausf_F2;rammer;turbocharger;coatedOptics;30.43
germany:G170_PzKpfwIV_Ausf_F2;rotationMechanism;rammer;coatedOptics;19.81
germany:G170_PzKpfwIV_Ausf_F2;modernizedImprovedSightsEnhancedAimDrives;modernizedTurbochargerRotationMechanism;coatedOptics;9.67
germany:G171_E77;turbocharger;aimingStabilizer;rammer;18.39
germany:G171_E77;healthReserve;aimingStabilizer;rammer;14.53
germany:G171_E77;ventilation;aimingStabilizer;rammer;13.79
germany:G172_PzVIB_Tiger_II_DIT;healthReserve;turbocharger;rammer;37.12
germany:G172_PzVIB_Tiger_II_DIT;ventilation;healthReserve;rammer;17
germany:G172_PzVIB_Tiger_II_DIT;healthReserve;modernizedTurbochargerRotationMechanism;rammer;5.94
germany:G173_BT42_DIT;modernizedTurbochargerRotationMechanism;additInvisibilityDevice;coatedOptics;19.83
germany:G173_BT42_DIT;coatedOptics;rammer;aimingStabilizer;10.88
germany:G173_BT42_DIT;ventilation;aimingStabilizer;rammer;10.02
germany:G17_JagdPzIV;ventilation;coatedOptics;rammer;15.26
germany:G17_JagdPzIV;rammer;turbocharger;stereoscope;14.06
germany:G17_JagdPzIV;rammer;turbocharger;coatedOptics;6.14
germany:G18_JagdPanther;stereoscope;turbocharger;rammer;14.95
germany:G18_JagdPanther;rammer;turbocharger;ventilation;10.07
germany:G18_JagdPanther;rammer;modernizedTurbochargerRotationMechanism;stereoscope;7.53
germany:G23_Grille;rotationMechanism;enhancedAimDrives;rammer;51.13
germany:G23_Grille;rammer;turbocharger;enhancedAimDrives;30.23
germany:G23_Grille;enhancedAimDrives;modernizedTurbochargerRotationMechanism;rammer;10.08
germany:G24_VK3002DB;ventilation;rammer;coatedOptics;20.07
germany:G24_VK3002DB;ventilation;rotationMechanism;rammer;10.42
germany:G24_VK3002DB;rotationMechanism;rammer;coatedOptics;8.37
germany:G25_PzII_Luchs;ventilation;additInvisibilityDevice;coatedOptics;48.75
germany:G25_PzII_Luchs;ventilation;turbocharger;coatedOptics;27.02
germany:G26_VK1602;ventilation;additInvisibilityDevice;coatedOptics;17.38
germany:G26_VK1602;additInvisibilityDevice;coatedOptics;stereoscope;16.87
germany:G26_VK1602;coatedOptics;aimingStabilizer;ventilation;14.57
germany:G27_VK3001P;healthReserve;turbocharger;rammer;20.35
germany:G27_VK3001P;healthReserve;rammer;ventilation;10.59
germany:G27_VK3001P;healthReserve;modernizedTurbochargerRotationMechanism;rammer;8.96
germany:G28_PzIII_IV;ventilation;turbocharger;coatedOptics;34.63
germany:G28_PzIII_IV;rammer;ventilation;stereoscope;25.54
germany:G32_PzV_PzIV;coatedOptics;modernizedTurbochargerRotationMechanism;rammer;42.18
germany:G32_PzV_PzIV;coatedOptics;ventilation;rammer;23.85
germany:G32_PzV_PzIV;turbocharger;coatedOptics;rammer;16.97
germany:G33_H39_captured;turbocharger;;;40.31
germany:G33_H39_captured;ventilation;;;33.33
germany:G34_S35_captured;ventilation;coatedOptics;;37.84
germany:G34_S35_captured;healthReserve;ventilation;;33.11
germany:G35_B-1bis_captured;ventilation;turbocharger;healthReserve;35.47
germany:G35_B-1bis_captured;coatedOptics;turbocharger;healthReserve;23.84
germany:G35_B-1bis_captured;coatedOptics;turbocharger;enhancedAimDrives;17.44
germany:G37_Ferdinand;rammer;turbocharger;healthReserve;33.59
germany:G37_Ferdinand;rotationMechanism;modernizedTurbochargerRotationMechanism;rammer;10.75
germany:G37_Ferdinand;improvedSights;turbocharger;ventilation;9.74
germany:G40_Nashorn;rammer;turbocharger;stereoscope;14.52
germany:G40_Nashorn;rammer;camouflageNet;stereoscope;12.42
germany:G40_Nashorn;rammer;turbocharger;coatedOptics;11.55
germany:G41_DickerMax;rammer;turbocharger;coatedOptics;15.36
germany:G41_DickerMax;improvedSights;rammer;coatedOptics;14.02
germany:G41_DickerMax;improvedSights;turbocharger;coatedOptics;11.05
germany:G42_Maus;healthReserve;turbocharger;rammer;57.88
germany:G42_Maus;healthReserve;modernizedTurbochargerRotationMechanism;rammer;13.57
germany:G42_Maus;healthReserve;aimingStabilizer;rammer;2.5
germany:G43_Sturer_Emil;rammer;turbocharger;stereoscope;10.69
germany:G43_Sturer_Emil;rammer;turbocharger;coatedOptics;8.27
germany:G43_Sturer_Emil;rammer;turbocharger;rotationMechanism;8
germany:G44_JagdTiger;rammer;turbocharger;healthReserve;14.18
germany:G44_JagdTiger;rotationMechanism;turbocharger;rammer;13.1
germany:G44_JagdTiger;rammer;healthReserve;ventilation;11.66
germany:G44_JagdTigerH;rammer;turbocharger;ventilation;18.38
germany:G44_JagdTigerH;rotationMechanism;turbocharger;rammer;18.28
germany:G44_JagdTigerH;rammer;turbocharger;healthReserve;13.18
germany:G45_G_Tiger;rammer;rotationMechanism;enhancedAimDrives;62.22
germany:G45_G_Tiger;rammer;modernizedTurbochargerRotationMechanism;enhancedAimDrives;19.71
germany:G45_G_Tiger;enhancedAimDrives;turbocharger;rammer;7.52
germany:G48_E-25;rammer;coatedOptics;ventilation;29.82
germany:G48_E-25;ventilation;additInvisibilityDevice;coatedOptics;16.33
germany:G48_E-25;rammer;additInvisibilityDevice;coatedOptics;12.05
germany:G49_G_Panther;rammer;rotationMechanism;enhancedAimDrives;82.44
germany:G49_G_Panther;rammer;turbocharger;enhancedAimDrives;6.98
germany:G49_G_Panther;rammer;enhancedAimDrives;stereoscope;3.72
germany:G51_Lowe;turbocharger;aimingStabilizer;rammer;16.97
germany:G51_Lowe;ventilation;aimingStabilizer;rammer;16.84
germany:G51_Lowe;healthReserve;aimingStabilizer;rammer;14.59
germany:G52_Pz38_NA;coatedOptics;additInvisibilityDevice;ventilation;36.36
germany:G52_Pz38_NA;additInvisibilityDevice;coatedOptics;stereoscope;28.9
germany:G52_Pz38_NA;turbocharger;additInvisibilityDevice;coatedOptics;11.69
germany:G54_E-50;turbocharger;aimingStabilizer;rammer;26.35
germany:G54_E-50;turbocharger;healthReserve;rammer;13.44
germany:G54_E-50;ventilation;aimingStabilizer;rammer;8.03
germany:G55_E-75;healthReserve;aimingStabilizer;rammer;29.68
germany:G55_E-75;turbocharger;aimingStabilizer;rammer;14.06
germany:G55_E-75;healthReserve;turbocharger;rammer;7.71
germany:G56_E-100;healthReserve;aimingStabilizer;rammer;42.81
germany:G56_E-100;healthReserve;turbocharger;rammer;9.91
germany:G56_E-100;turbocharger;aimingStabilizer;rammer;7.2
germany:G57_PzVI_Tiger_P;healthReserve;turbocharger;rammer;23.03
germany:G57_PzVI_Tiger_P;healthReserve;rammer;ventilation;11.93
germany:G57_PzVI_Tiger_P;healthReserve;modernizedTurbochargerRotationMechanism;rammer;6.69
germany:G58_VK4502P;healthReserve;aimingStabilizer;rammer;36.78
germany:G58_VK4502P;turbocharger;aimingStabilizer;rammer;11.14
germany:G58_VK4502P;healthReserve;turbocharger;rammer;10.83
germany:G61_G_E;rammer;rotationMechanism;enhancedAimDrives;73.05
germany:G61_G_E;enhancedAimDrives;modernizedTurbochargerRotationMechanism;rammer;11.03
germany:G61_G_E;rammer;turbocharger;enhancedAimDrives;10.29
germany:G64_Panther_II;turbocharger;aimingStabilizer;rammer;14.93
germany:G64_Panther_II;ventilation;aimingStabilizer;rammer;11.3
germany:G64_Panther_II;turbocharger;coatedOptics;rammer;9.36
germany:G65_JagdTiger_SdKfz_185;rammer;rotationMechanism;improvedConfiguration;36.72
germany:G65_JagdTiger_SdKfz_185;rammer;turbocharger;rotationMechanism;20
germany:G66_VK2801;additInvisibilityDevice;ventilation;coatedOptics;53.13
germany:G66_VK2801;coatedOptics;aimingStabilizer;rammer;11.98
germany:G66_VK2801;coatedOptics;turbocharger;additInvisibilityDevice;8.12
germany:G67_VK4502A;healthReserve;aimingStabilizer;rammer;28.84
germany:G67_VK4502A;turbocharger;aimingStabilizer;rammer;14.82
germany:G67_VK4502A;healthReserve;turbocharger;rammer;14.02
germany:G71_JagdPantherII;rammer;turbocharger;ventilation;16.85
germany:G71_JagdPantherII;rammer;modernizedTurbochargerRotationMechanism;healthReserve;16.57
germany:G71_JagdPantherII;rammer;stereoscope;ventilation;12.08
germany:G72_JagdPz_E100;rotationMechanism;turbocharger;rammer;10.98
germany:G72_JagdPz_E100;rammer;turbocharger;healthReserve;10.29
germany:G72_JagdPz_E100;rammer;turbocharger;ventilation;8.43
germany:G73_E50_Ausf_M;turbocharger;healthReserve;rammer;17.7
germany:G73_E50_Ausf_M;ventilation;aimingStabilizer;rammer;15.91
germany:G73_E50_Ausf_M;healthReserve;aimingStabilizer;rammer;14.8
germany:G76_Pz_Sfl_IVc;coatedOptics;improvedSights;rammer;32.02
germany:G76_Pz_Sfl_IVc;rammer;improvedSights;stereoscope;18.79
germany:G76_Pz_Sfl_IVc;rammer;rotationMechanism;stereoscope;13.46
germany:G77_PzIV_Schmalturm;modernizedImprovedSightsEnhancedAimDrives;modernizedTurbochargerRotationMechanism;rammer;31
germany:G77_PzIV_Schmalturm;turbocharger;rammer;coatedOptics;20
germany:G77_PzIV_Schmalturm;turbocharger;rammer;ventilation;13.33
germany:G78_Panther_M10;modernizedTurbochargerRotationMechanism;modernizedImprovedSightsEnhancedAimDrives;coatedOptics;33.6
germany:G78_Panther_M10;modernizedTurbochargerRotationMechanism;coatedOptics;enhancedAimDrives;11.13
germany:G78_Panther_M10;turbocharger;healthReserve;ventilation;10.54
germany:G81_Pz_IV_AusfH;ventilation;rammer;coatedOptics;17.45
germany:G81_Pz_IV_AusfH;improvedSights;ventilation;rammer;11.48
germany:G81_Pz_IV_AusfH;rammer;turbocharger;coatedOptics;9.3
germany:G81_Pz_IV_AusfH_GuP;ventilation;rammer;coatedOptics;42.91
germany:G81_Pz_IV_AusfH_GuP;rammer;ventilation;stereoscope;15.9
germany:G81_Pz_IV_AusfH_GuP;rammer;turbocharger;coatedOptics;9.4
germany:G87_VK3002DB_V1;coatedOptics;camouflageNet;stereoscope;50.67
germany:G87_VK3002DB_V1;ventilation;modernizedImprovedSightsEnhancedAimDrives;rammer;13.92
germany:G87_VK3002DB_V1;additInvisibilityDevice;coatedOptics;rammer;4.51
germany:G88_Indien_Panzer;ventilation;rammer;coatedOptics;19.35
germany:G88_Indien_Panzer;ventilation;aimingStabilizer;rammer;14.3
germany:G88_Indien_Panzer;aimingStabilizer;rammer;coatedOptics;10.7
germany:G89_Leopard1;ventilation;aimingStabilizer;rammer;33.14
germany:G89_Leopard1;ventilation;additInvisibilityDevice;rammer;7.5
germany:G89_Leopard1;ventilation;commandersView;rammer;6.25
germany:G91_Pro_Ag_A;ventilation;aimingStabilizer;rammer;26.02
germany:G91_Pro_Ag_A;additInvisibilityDevice;commandersView;coatedOptics;18.58
germany:G91_Pro_Ag_A;rammer;aimingStabilizer;coatedOptics;6.51
germany:G92_VK7201;healthReserve;aimingStabilizer;rammer;35.67
germany:G92_VK7201;healthReserve;turbocharger;rammer;14.18
germany:G92_VK7201;turbocharger;aimingStabilizer;rammer;12.02
germany:G94_GW_Tiger_P;rammer;rotationMechanism;enhancedAimDrives;68.82
germany:G94_GW_Tiger_P;rammer;turbocharger;enhancedAimDrives;14.4
germany:G94_GW_Tiger_P;rotationMechanism;modernizedTurbochargerRotationMechanism;rammer;7.61
germany:G96_VK3002M;ventilation;rammer;coatedOptics;23.28
germany:G96_VK3002M;turbocharger;rammer;coatedOptics;13.01
germany:G96_VK3002M;turbocharger;rammer;ventilation;9.85
germany:G97_Waffentrager_IV;improvedSights;turbocharger;rammer;14.75
germany:G97_Waffentrager_IV;rammer;modernizedTurbochargerRotationMechanism;improvedSights;8.83
germany:G97_Waffentrager_IV;rammer;improvedSights;coatedOptics;8.27
germany:G98_Waffentrager_E100;rotationMechanism;turbocharger;improvedSights;18.9
germany:G98_Waffentrager_E100;rotationMechanism;turbocharger;enhancedAimDrives;12.8
germany:G98_Waffentrager_E100;improvedSights;modernizedTurbochargerRotationMechanism;healthReserve;11.28
germany:G99_RhB_Waffentrager;improvedSights;turbocharger;rammer;13.56
germany:G99_RhB_Waffentrager;improvedSights;modernizedTurbochargerRotationMechanism;rammer;13.2
germany:G99_RhB_Waffentrager;improvedSights;rammer;coatedOptics;8.55
italy:It07_P26_40;turbocharger;ventilation;coatedOptics;27.48
italy:It08_Progetto_M40_mod_65;ventilation;aimingStabilizer;coatedOptics;13.5
italy:It08_Progetto_M40_mod_65;additInvisibilityDevice;aimingStabilizer;ventilation;12.64
italy:It08_Progetto_M40_mod_65;ventilation;improvedSights;aimingStabilizer;11.05
italy:It09_P43_ter;rammer;aimingStabilizer;coatedOptics;13.91
italy:It09_P43_ter;ventilation;aimingStabilizer;rammer;12.17
italy:It09_P43_ter;rotationMechanism;improvedSights;rammer;10.25
italy:It10_P43_bis;ventilation;rammer;coatedOptics;18.08
italy:It10_P43_bis;turbocharger;rammer;coatedOptics;12.87
italy:It10_P43_bis;rotationMechanism;rammer;coatedOptics;11.71
italy:It11_P43;stereoscope;additInvisibilityDevice;ventilation;24.77
