VEHICLE_NAME;DEV_1;DEV_2;DEV_3;SETUP_USAGE_PERCENT
france:F27_FCM_36Pak40;stereoscope;enhancedAimDrives;;8.74
france:F28_105_leFH18B2;rammer;rotationMechanism;enhancedAimDrives;36.16
france:F28_105_leFH18B2;rammer;enhancedAimDrives;camouflageNet;28.7
france:F28_105_leFH18B2;rammer;turbocharger;enhancedAimDrives;8.76
france:F30_RenaultFT_AC;stereoscope;;;35.09
france:F30_RenaultFT_AC;camouflageNet;;;20.56
france:F30_RenaultFT_AC;enhancedAimDrives;;;19.6
france:F32_Somua_Sau_40;ventilation;camouflageNet;stereoscope;14.55
france:F32_Somua_Sau_40;enhancedAimDrives;camouflageNet;stereoscope;10.57
france:F32_Somua_Sau_40;ventilation;enhancedAimDrives;stereoscope;7.04
france:F33_S_35CA;rammer;camouflageNet;stereoscope;26.36
france:F33_S_35CA;rammer;enhancedAimDrives;stereoscope;6.57
france:F33_S_35CA;rammer;enhancedAimDrives;camouflageNet;6.19
france:F34_ARL_V39;rammer;camouflageNet;stereoscope;13.93
france:F34_ARL_V39;ventilation;rammer;stereoscope;7.25
france:F34_ARL_V39;ventilation;rammer;coatedOptics;6.56
france:F35_AMX_AC_Mle1946;rammer;camouflageNet;stereoscope;10.9
france:F35_AMX_AC_Mle1946;rammer;enhancedAimDrives;ventilation;8.79
france:F35_AMX_AC_Mle1946;ventilation;rammer;stereoscope;7.17
france:F36_AMX_AC_Mle1948;ventilation;camouflageNet;stereoscope;7.84
france:F36_AMX_AC_Mle1948;improvedSights;ventilation;coatedOptics;7.1
france:F36_AMX_AC_Mle1948;ventilation;improvedSights;enhancedAimDrives;6.74
france:F37_AMX50_Foch;ventilation;improvedSights;enhancedAimDrives;8.74
france:F37_AMX50_Foch;ventilation;improvedSights;coatedOptics;6.77
france:F37_AMX50_Foch;ventilation;camouflageNet;stereoscope;5.64
france:F38_Bat_Chatillon155_58;enhancedAimDrives;rotationMechanism;camouflageNet;27.64
france:F38_Bat_Chatillon155_58;enhancedAimDrives;turbocharger;rotationMechanism;16.57
france:F38_Bat_Chatillon155_58;enhancedAimDrives;camouflageNet;stereoscope;13.76
france:F42_AMR_35;ventilation;;;34.54
france:F42_AMR_35;healthReserve;;;19.51
france:F42_AMR_35;stereoscope;;;15.47
france:F44_Somua_S35;ventilation;healthReserve;;18.64
france:F44_Somua_S35;healthReserve;turbocharger;;12.57
france:F44_Somua_S35;ventilation;enhancedAimDrives;;9.51
france:F49_RenaultR35;turbocharger;;;30.27
france:F49_RenaultR35;healthReserve;;;27.49
france:F49_RenaultR35;ventilation;;;26.7
france:F50_FCM36_20t;healthReserve;;;26.34
france:F50_FCM36_20t;ventilation;;;25.04
france:F50_FCM36_20t;turbocharger;;;12.64
france:F52_RenaultUE57;camouflageNet;stereoscope;;44.88
france:F52_RenaultUE57;enhancedAimDrives;camouflageNet;;11.8
france:F52_RenaultUE57;healthReserve;stereoscope;;9.72
france:F62_ELC_AMX;ventilation;additInvisibilityDevice;coatedOptics;16.36
france:F62_ELC_AMX;ventilation;camouflageNet;stereoscope;7.87
france:F62_ELC_AMX;ventilation;rammer;coatedOptics;5.14
france:F64_AMX_50Fosh_155;ventilation;improvedSights;enhancedAimDrives;15.06
france:F64_AMX_50Fosh_155;improvedSights;rotationMechanism;ventilation;4.3
france:F64_AMX_50Fosh_155;ventilation;camouflageNet;stereoscope;4.1
france:F64_AMX_50Fosh_B;ventilation;improvedSights;enhancedAimDrives;9.71
france:F64_AMX_50Fosh_B;ventilation;improvedSights;healthReserve;6.01
france:F64_AMX_50Fosh_B;ventilation;improvedSights;rotationMechanism;5.06
france:F65_FCM_50t;ventilation;aimingStabilizer;rammer;30.32
france:F65_FCM_50t;ventilation;enhancedAimDrives;rammer;8.89
france:F65_FCM_50t;rammer;aimingStabilizer;coatedOptics;6.49
france:F66_AMX_Ob_Am105;enhancedAimDrives;camouflageNet;stereoscope;25.19
france:F66_AMX_Ob_Am105;enhancedAimDrives;turbocharger;camouflageNet;19.23
france:F66_AMX_Ob_Am105;enhancedAimDrives;additInvisibilityDevice;camouflageNet;16.44
france:F67_Bat_Chatillon155_55;rammer;rotationMechanism;enhancedAimDrives;40.44
france:F67_Bat_Chatillon155_55;rammer;enhancedAimDrives;camouflageNet;38.35
france:F67_Bat_Chatillon155_55;rammer;turbocharger;enhancedAimDrives;5.16
france:F68_AMX_Chasseur_de_char_46;ventilation;aimingStabilizer;rammer;18.96
france:F68_AMX_Chasseur_de_char_46;ventilation;rammer;coatedOptics;14.71
france:F68_AMX_Chasseur_de_char_46;ventilation;enhancedAimDrives;rammer;7.45
france:F69_AMX13_57_100;coatedOptics;additInvisibilityDevice;ventilation;31.48
france:F69_AMX13_57_100;coatedOptics;aimingStabilizer;ventilation;13.16
france:F69_AMX13_57_100;coatedOptics;additInvisibilityDevice;aimingStabilizer;5.5
france:F69_AMX13_57_100_GrandFinal;coatedOptics;additInvisibilityDevice;ventilation;31.75
france:F69_AMX13_57_100_GrandFinal;coatedOptics;aimingStabilizer;ventilation;11.8
france:F69_AMX13_57_100_GrandFinal;coatedOptics;additInvisibilityDevice;aimingStabilizer;5.5
france:F70_SARL42;ventilation;enhancedAimDrives;coatedOptics;12.7
france:F70_SARL42;ventilation;turbocharger;coatedOptics;11.29
france:F70_SARL42;ventilation;turbocharger;enhancedAimDrives;8.67
france:F71_AMX_30_prototype;ventilation;aimingStabilizer;rammer;25.75
france:F71_AMX_30_prototype;ventilation;rammer;coatedOptics;11.71
france:F71_AMX_30_prototype;aimingStabilizer;rammer;coatedOptics;6.47
france:F72_AMX_30;ventilation;aimingStabilizer;rammer;26.97
france:F72_AMX_30;ventilation;rammer;coatedOptics;11.09
france:F72_AMX_30;ventilation;improvedSights;rammer;8.51
france:F73_M4A1_Revalorise;ventilation;aimingStabilizer;rammer;18.59
france:F73_M4A1_Revalorise;ventilation;rammer;coatedOptics;12.1
france:F73_M4A1_Revalorise;ventilation;enhancedAimDrives;rammer;10.04
france:F74_AMX_M4_1949;ventilation;aimingStabilizer;rammer;22.27
france:F74_AMX_M4_1949;ventilation;enhancedAimDrives;rammer;15.71
france:F74_AMX_M4_1949;healthReserve;aimingStabilizer;rammer;9.57
france:F74_AMX_M4_1949_Liberte;ventilation;aimingStabilizer;rammer;14.22
france:F74_AMX_M4_1949_Liberte;ventilation;enhancedAimDrives;rammer;11.76
france:F74_AMX_M4_1949_Liberte;healthReserve;rammer;ventilation;10.01
france:F75_Char_de_25t;ventilation;improvedSights;aimingStabilizer;17.88
france:F75_Char_de_25t;ventilation;aimingStabilizer;coatedOptics;17.65
france:F75_Char_de_25t;ventilation;aimingStabilizer;enhancedAimDrives;3.34
france:F81_Char_de_65t;healthReserve;rammer;ventilation;13.16
france:F81_Char_de_65t;healthReserve;aimingStabilizer;rammer;12.14
france:F81_Char_de_65t;ventilation;enhancedAimDrives;rammer;9.06
france:F82_AMX_M4_Mle1949_Ter;healthReserve;turbocharger;rammer;24.66
france:F82_AMX_M4_Mle1949_Ter;healthReserve;rammer;ventilation;15.46
france:F82_AMX_M4_Mle1949_Ter;healthReserve;aimingStabilizer;rammer;13.34
france:F83_AMX_M4_Mle1949_Bis;healthReserve;aimingStabilizer;rammer;16.68
france:F83_AMX_M4_Mle1949_Bis;healthReserve;turbocharger;rammer;16.34
france:F83_AMX_M4_Mle1949_Bis;healthReserve;rammer;ventilation;13.16
france:F84_Somua_SM;ventilation;turbocharger;aimingStabilizer;13.78
france:F84_Somua_SM;healthReserve;turbocharger;aimingStabilizer;12.3
france:F84_Somua_SM;ventilation;aimingStabilizer;enhancedAimDrives;9.96
france:F85_M4A1_FL10;ventilation;rotationMechanism;coatedOptics;14.31
france:F85_M4A1_FL10;ventilation;improvedSights;coatedOptics;14.15
france:F85_M4A1_FL10;ventilation;enhancedAimDrives;coatedOptics;8.2
france:F87_Batignolles-Chatillon_12t;commandersView;additInvisibilityDevice;coatedOptics;33.05
france:F87_Batignolles-Chatillon_12t;commandersView;ventilation;coatedOptics;8.9
france:F87_Batignolles-Chatillon_12t;stereoscope;ventilation;camouflageNet;5.31
france:F88_AMX_13_105;commandersView;additInvisibilityDevice;coatedOptics;35.85
france:F88_AMX_13_105;commandersView;ventilation;coatedOptics;9.03
france:F88_AMX_13_105;coatedOptics;aimingStabilizer;ventilation;6.21
france:F89_Canon_dassaut_de_105;rammer;ventilation;coatedOptics;21.08
france:F89_Canon_dassaut_de_105;rammer;ventilation;stereoscope;13.24
france:F89_Canon_dassaut_de_105;rammer;camouflageNet;stereoscope;11.15
france:F97_ELC_EVEN_90;commandersView;additInvisibilityDevice;coatedOptics;52.91
france:F97_ELC_EVEN_90;commandersView;ventilation;coatedOptics;7.17
france:F97_ELC_EVEN_90;commandersView;additInvisibilityDevice;stereoscope;4.78
germany:G02_Hummel;rammer;enhancedAimDrives;camouflageNet;39.71
germany:G02_Hummel;rammer;rotationMechanism;enhancedAimDrives;31.08
germany:G02_Hummel;rammer;turbocharger;enhancedAimDrives;5.02
germany:G03_PzV_Panther;ventilation;rammer;coatedOptics;14.99
germany:G03_PzV_Panther;ventilation;enhancedAimDrives;rammer;8.16
germany:G03_PzV_Panther;ventilation;improvedSights;rammer;7.63
germany:G04_PzVI_Tiger_I;healthReserve;rammer;ventilation;16.43
germany:G04_PzVI_Tiger_I;ventilation;enhancedAimDrives;rammer;7.88
germany:G04_PzVI_Tiger_I;healthReserve;turbocharger;rammer;7.08
germany:G05_StuG_40_AusfG;rammer;camouflageNet;stereoscope;19.19
germany:G05_StuG_40_AusfG;ventilation;rammer;stereoscope;8.64
germany:G05_StuG_40_AusfG;ventilation;camouflageNet;stereoscope;6.51
germany:G06_PzII;healthReserve;;;35.93
germany:G06_PzII;ventilation;;;28.39
germany:G06_PzII;turbocharger;;;11.47
germany:G07_Pz35t;ventilation;;;28.69
germany:G07_Pz35t;healthReserve;;;20.7
germany:G07_Pz35t;stereoscope;;;17.47
germany:G08_Pz38t;stereoscope;camouflageNet;;15.32
germany:G08_Pz38t;ventilation;healthReserve;;11.53
germany:G08_Pz38t;ventilation;enhancedAimDrives;;10.46
germany:G09_Hetzer;ventilation;camouflageNet;stereoscope;11.96
germany:G09_Hetzer;ventilation;turbocharger;enhancedAimDrives;8.2
germany:G09_Hetzer;ventilation;enhancedAimDrives;stereoscope;7.44
germany:G100_Gtraktor_Krupp;ventilation;healthReserve;;27.91
germany:G100_Gtraktor_Krupp;ventilation;enhancedAimDrives;;24.08
germany:G100_Gtraktor_Krupp;enhancedAimDrives;healthReserve;;11.37
germany:G101_StuG_III;ventilation;camouflageNet;stereoscope;13.35
germany:G101_StuG_III;enhancedAimDrives;camouflageNet;stereoscope;11.78
germany:G101_StuG_III;healthReserve;camouflageNet;stereoscope;6.26
germany:G102_Pz_III;healthReserve;enhancedAimDrives;;16.76
germany:G102_Pz_III;ventilation;enhancedAimDrives;;10.3
germany:G102_Pz_III;ventilation;healthReserve;;10.21
germany:G103_RU_251;commandersView;additInvisibilityDevice;coatedOptics;40.66
germany:G103_RU_251;commandersView;ventilation;coatedOptics;9.07
germany:G103_RU_251;coatedOptics;rammer;ventilation;3.77
germany:G104_Stug_IV;rammer;camouflageNet;stereoscope;17.78
germany:G104_Stug_IV;ventilation;rammer;stereoscope;13.28
germany:G104_Stug_IV;ventilation;rammer;camouflageNet;10.65
germany:G105_T-55_NVA_DDR;ventilation;aimingStabilizer;rammer;25.83
germany:G105_T-55_NVA_DDR;ventilation;rammer;coatedOptics;14.28
germany:G105_T-55_NVA_DDR;ventilation;enhancedAimDrives;rammer;6.68
germany:G106_PzKpfwPanther_AusfF;ventilation;aimingStabilizer;rammer;16.62
germany:G106_PzKpfwPanther_AusfF;ventilation;rammer;coatedOptics;14.53
germany:G106_PzKpfwPanther_AusfF;turbocharger;rammer;ventilation;7.23
germany:G107_PzKpfwIII_AusfK;ventilation;rammer;coatedOptics;22.63
germany:G107_PzKpfwIII_AusfK;ventilation;enhancedAimDrives;rammer;10.87
germany:G107_PzKpfwIII_AusfK;ventilation;rotationMechanism;rammer;5.09
germany:G108_PzKpfwII_AusfD;ventilation;;;47.51
germany:G108_PzKpfwII_AusfD;healthReserve;;;20.14
germany:G108_PzKpfwII_AusfD;turbocharger;;;8.68
germany:G109_Steyr_WT;rammer;camouflageNet;stereoscope;42.14
germany:G109_Steyr_WT;rammer;enhancedAimDrives;camouflageNet;4.92
germany:G109_Steyr_WT;improvedSights;rammer;coatedOptics;4.29
germany:G10_PzIII_AusfJ;ventilation;enhancedAimDrives;coatedOptics;9.96
germany:G10_PzIII_AusfJ;ventilation;healthReserve;enhancedAimDrives;9.58
germany:G10_PzIII_AusfJ;healthReserve;enhancedAimDrives;coatedOptics;6.03
germany:G110_Typ_205;healthReserve;turbocharger;rammer;30.3
germany:G110_Typ_205;healthReserve;rammer;ventilation;10.22
germany:G110_Typ_205;ventilation;turbocharger;rammer;4.97
germany:G112_KanonenJagdPanzer;rammer;camouflageNet;stereoscope;14.1
germany:G112_KanonenJagdPanzer;ventilation;rammer;coatedOptics;12.82
germany:G112_KanonenJagdPanzer;ventilation;camouflageNet;stereoscope;12.48
germany:G112_KanonenJagdPanzer_105;rammer;ventilation;coatedOptics;16.66
germany:G112_KanonenJagdPanzer_105;rammer;camouflageNet;stereoscope;13.97
germany:G112_KanonenJagdPanzer_105;rammer;ventilation;stereoscope;12.57
germany:G113_SP_I_C;coatedOptics;additInvisibilityDevice;ventilation;25.83
germany:G113_SP_I_C;stereoscope;ventilation;camouflageNet;7.89
germany:G113_SP_I_C;coatedOptics;rammer;ventilation;5.13
germany:G114_Rheinmetall_Skorpian;rammer;camouflageNet;stereoscope;19.02
germany:G114_Rheinmetall_Skorpian;rammer;improvedSights;coatedOptics;12.11
germany:G114_Rheinmetall_Skorpian;rammer;enhancedAimDrives;stereoscope;8.86
germany:G114_Skorpian;rammer;improvedSights;coatedOptics;15.59
germany:G114_Skorpian;rammer;camouflageNet;stereoscope;15.53
germany:G114_Skorpian;rammer;enhancedAimDrives;stereoscope;6.17
germany:G115_Typ_205B;healthReserve;turbocharger;rammer;26.05
germany:G115_Typ_205B;healthReserve;rammer;ventilation;9.23
germany:G115_Typ_205B;ventilation;turbocharger;rammer;5.5
germany:G116_Turan_III_prot;ventilation;rammer;coatedOptics;23.63
germany:G116_Turan_III_prot;ventilation;enhancedAimDrives;rammer;10.47
germany:G116_Turan_III_prot;ventilation;rammer;stereoscope;6.43
germany:G117_Toldi_III;ventilation;coatedOptics;;12.72
germany:G117_Toldi_III;ventilation;healthReserve;;12.15
germany:G117_Toldi_III;ventilation;enhancedAimDrives;;11.81
germany:G118_VK4503;healthReserve;rammer;ventilation;18.51
germany:G118_VK4503;ventilation;enhancedAimDrives;rammer;10.05
germany:G118_VK4503;healthReserve;turbocharger;rammer;7.23
germany:G119_Panzer58;ventilation;aimingStabilizer;rammer;19.32
germany:G119_Panzer58;ventilation;rammer;coatedOptics;16.96
germany:G119_Panzer58;turbocharger;rammer;ventilation;8.15
germany:G119_Panzer58_BF;ventilation;rammer;coatedOptics;17.28
germany:G119_Panzer58_BF;ventilation;aimingStabilizer;rammer;15.85
germany:G119_Panzer58_BF;rammer;aimingStabilizer;coatedOptics;8.26
germany:G119_Pz58_Mutz;ventilation;rammer;coatedOptics;14.22
germany:G119_Pz58_Mutz;ventilation;aimingStabilizer;rammer;11.78
germany:G119_Pz58_Mutz;ventilation;enhancedAimDrives;rammer;5.51
germany:G11_Bison_I;enhancedAimDrives;turbocharger;;35.34
germany:G11_Bison_I;enhancedAimDrives;camouflageNet;;28.44
germany:G11_Bison_I;enhancedAimDrives;stereoscope;;17.91
germany:G120_M41_90;commandersView;additInvisibilityDevice;coatedOptics;35.58
germany:G120_M41_90;coatedOptics;rammer;ventilation;8.32
germany:G120_M41_90;commandersView;ventilation;coatedOptics;6.69
germany:G120_M41_90_GrandFinal;commandersView;additInvisibilityDevice;coatedOptics;24.69
germany:G120_M41_90_GrandFinal;coatedOptics;rammer;ventilation;9.31
germany:G120_M41_90_GrandFinal;commandersView;ventilation;coatedOptics;7.26
germany:G121_Grille_15_L63;rammer;camouflageNet;stereoscope;16.21
germany:G121_Grille_15_L63;rammer;improvedSights;coatedOptics;8.84
germany:G121_Grille_15_L63;rammer;improvedSights;enhancedAimDrives;8.73
germany:G125_Spz_57_Rh;commandersView;additInvisibilityDevice;coatedOptics;44.05
germany:G125_Spz_57_Rh;commandersView;ventilation;coatedOptics;7.17
germany:G125_Spz_57_Rh;coatedOptics;rammer;ventilation;5.29
germany:G126_HWK_12;commandersView;additInvisibilityDevice;coatedOptics;33.08
germany:G126_HWK_12;commandersView;ventilation;coatedOptics;7.99
germany:G126_HWK_12;stereoscope;ventilation;camouflageNet;4.9
germany:G12_Ltraktor;;;;100
germany:G134_PzKpfw_VII;healthReserve;rammer;ventilation;19.15
germany:G134_PzKpfw_VII;healthReserve;turbocharger;rammer;12.69
germany:G134_PzKpfw_VII;healthReserve;aimingStabilizer;rammer;11.91
germany:G136_Tiger_131;healthReserve;rammer;ventilation;15.93
germany:G136_Tiger_131;ventilation;enhancedAimDrives;rammer;11.3
germany:G136_Tiger_131;ventilation;rammer;coatedOptics;7.82
germany:G138_VK168_02;healthReserve;turbocharger;rammer;20.28
germany:G138_VK168_02;healthReserve;rammer;ventilation;10.36
germany:G138_VK168_02;ventilation;aimingStabilizer;rammer;8.52
germany:G138_VK168_02_Mauerbrecher;healthReserve;turbocharger;rammer;20.03
germany:G138_VK168_02_Mauerbrecher;ventilation;enhancedAimDrives;rammer;9.07
germany:G138_VK168_02_Mauerbrecher;healthReserve;rammer;ventilation;8.1
germany:G139_MKA;ventilation;;;30.84
germany:G139_MKA;healthReserve;;;18.77
germany:G139_MKA;stereoscope;;;16.79
germany:G13_VK3001H;ventilation;rammer;coatedOptics;11.98
germany:G13_VK3001H;ventilation;enhancedAimDrives;rammer;6.61
germany:G13_VK3001H;ventilation;healthReserve;rammer;6.54
germany:G140_HWK_30;commandersView;additInvisibilityDevice;coatedOptics;37.42
germany:G140_HWK_30;commandersView;ventilation;coatedOptics;9.01
germany:G140_HWK_30;coatedOptics;rammer;ventilation;7.39
germany:G141_VK7501K;ventilation;aimingStabilizer;rammer;13.56
germany:G141_VK7501K;healthReserve;rammer;ventilation;12.84
germany:G141_VK7501K;healthReserve;aimingStabilizer;rammer;11.05
germany:G142_M48RPz;turbocharger;rammer;ventilation;22.03
germany:G142_M48RPz;turbocharger;healthReserve;rammer;12.24
germany:G142_M48RPz;turbocharger;aimingStabilizer;rammer;8.99
germany:G143_E75_TS;ventilation;aimingStabilizer;rammer;24.06
germany:G143_E75_TS;healthReserve;aimingStabilizer;rammer;14.6
germany:G143_E75_TS;ventilation;enhancedAimDrives;rammer;9.62
germany:G144_Kpz_50t;ventilation;aimingStabilizer;rammer;33.01
germany:G144_Kpz_50t;ventilation;rammer;coatedOptics;10.66
germany:G144_Kpz_50t;turbocharger;rammer;ventilation;9.43
germany:G147_Kunze_Panzer;ventilation;aimingStabilizer;rammer;16.09
germany:G147_Kunze_Panzer;ventilation;rammer;coatedOptics;10.94
germany:G147_Kunze_Panzer;ventilation;improvedSights;rammer;9.13
germany:G151_Pz_Sfl_IC;enhancedAimDrives;camouflageNet;stereoscope;33.92
germany:G151_Pz_Sfl_IC;stereoscope;additInvisibilityDevice;camouflageNet;11.95
germany:G151_Pz_Sfl_IC;healthReserve;camouflageNet;stereoscope;4.78
germany:G154_Kpz_07_RH;ventilation;rammer;coatedOptics;19.39
germany:G154_Kpz_07_RH;ventilation;aimingStabilizer;rammer;16.88
germany:G154_Kpz_07_RH;turbocharger;rammer;ventilation;9.25
germany:G158_VK2801_105_SPXXI;coatedOptics;rammer;ventilation;12.24
germany:G158_VK2801_105_SPXXI;coatedOptics;additInvisibilityDevice;ventilation;9.25
germany:G158_VK2801_105_SPXXI;coatedOptics;aimingStabilizer;rammer;4.08
germany:G159_KPZ_3_Project_07_HK;ventilation;rammer;coatedOptics;14.85
germany:G159_KPZ_3_Project_07_HK;rammer;camouflageNet;stereoscope;11.08
germany:G159_KPZ_3_Project_07_HK;rammer;ventilation;camouflageNet;7.23
germany:G15_VK3601H;healthReserve;rammer;ventilation;15.17
germany:G15_VK3601H;ventilation;enhancedAimDrives;rammer;7.53
germany:G15_VK3601H;ventilation;rammer;coatedOptics;7.26
germany:G160_Pz_Kpfw_35_R_mit_T_26_Turm;ventilation;;;47.78
germany:G160_Pz_Kpfw_35_R_mit_T_26_Turm;healthReserve;;;12.55
germany:G160_Pz_Kpfw_35_R_mit_T_26_Turm;stereoscope;;;11.9
germany:G161_Pz_Kpfw_M15_38_t;ventilation;coatedOptics;;40.22
germany:G161_Pz_Kpfw_M15_38_t;ventilation;healthReserve;;11.74
germany:G161_Pz_Kpfw_M15_38_t;ventilation;enhancedAimDrives;;10.2
germany:G162_Project_Kpz_07P_E;healthReserve;turbocharger;rammer;28.36
germany:G162_Project_Kpz_07P_E;healthReserve;rammer;ventilation;19.69
germany:G162_Project_Kpz_07P_E;ventilation;turbocharger;rammer;11.66
germany:G163_Pz_Kpfw_KW_Ir_mit_75mm_kwk40;healthReserve;rammer;ventilation;22.88
germany:G163_Pz_Kpfw_KW_Ir_mit_75mm_kwk40;ventilation;turbocharger;rammer;9.94
germany:G163_Pz_Kpfw_KW_Ir_mit_75mm_kwk40;ventilation;enhancedAimDrives;rammer;9.84
germany:G164_Kpz_Pr_68_P;ventilation;aimingStabilizer;rammer;21.73
germany:G164_Kpz_Pr_68_P;turbocharger;rammer;ventilation;11.18
germany:G164_Kpz_Pr_68_P;ventilation;improvedSights;rammer;10.23
germany:G166_LKpz_70_K;commandersView;additInvisibilityDevice;coatedOptics;47.75
germany:G166_LKpz_70_K;coatedOptics;rammer;ventilation;7.29
germany:G166_LKpz_70_K;commandersView;ventilation;coatedOptics;6
germany:G167_Tiger_Maus_120t;healthReserve;turbocharger;rammer;34.82
germany:G167_Tiger_Maus_120t;healthReserve;rammer;ventilation;15.55
germany:G167_Tiger_Maus_120t;healthReserve;aimingStabilizer;rammer;7.37
germany:G168_KJpz_T_III;rammer;ventilation;coatedOptics;14.67
germany:G168_KJpz_T_III;rammer;improvedSights;ventilation;10.77
germany:G168_KJpz_T_III;rammer;additInvisibilityDevice;ventilation;6.79
germany:G169_T_54D;turbocharger;aimingStabilizer;rammer;22.89
germany:G169_T_54D;turbocharger;rammer;ventilation;14.15
germany:G169_T_54D;ventilation;aimingStabilizer;rammer;12.43
germany:G16_PzVIB_Tiger_II;healthReserve;rammer;ventilation;15.83
germany:G16_PzVIB_Tiger_II;healthReserve;turbocharger;rammer;12.23
germany:G16_PzVIB_Tiger_II;healthReserve;aimingStabilizer;rammer;10.47
germany:G170_PzKpfwIV_Ausf_F2;ventilation;rammer;coatedOptics;15.03
germany:G170_PzKpfwIV_Ausf_F2;ventilation;enhancedAimDrives;rammer;10.27
germany:G170_PzKpfwIV_Ausf_F2;ventilation;turbocharger;rammer;4.32
germany:G171_E77;healthReserve;aimingStabilizer;rammer;22.86
germany:G171_E77;healthReserve;turbocharger;rammer;20.14
germany:G171_E77;ventilation;aimingStabilizer;rammer;13.19
germany:G172_PzVIB_Tiger_II_DIT;healthReserve;rammer;ventilation;23.45
germany:G172_PzVIB_Tiger_II_DIT;healthReserve;turbocharger;rammer;14.91
germany:G172_PzVIB_Tiger_II_DIT;ventilation;turbocharger;rammer;10.13
germany:G173_BT42_DIT;ventilation;aimingStabilizer;rammer;6.56
germany:G173_BT42_DIT;ventilation;rammer;coatedOptics;5.35
germany:G173_BT42_DIT;ventilation;additInvisibilityDevice;coatedOptics;5.34
germany:G179_Straussler_V4;ventilation;enhancedAimDrives;;14.22
germany:G179_Straussler_V4;ventilation;healthReserve;;12.02
germany:G179_Straussler_V4;ventilation;coatedOptics;;11.04
germany:G17_JagdPzIV;rammer;camouflageNet;stereoscope;18.38
germany:G17_JagdPzIV;ventilation;rammer;stereoscope;7.24
germany:G17_JagdPzIV;ventilation;rammer;coatedOptics;6.75
germany:G18_JagdPanther;rammer;camouflageNet;stereoscope;18.9
germany:G18_JagdPanther;ventilation;rammer;coatedOptics;7.98
germany:G18_JagdPanther;rammer;ventilation;stereoscope;6.38
germany:G19_Wespe;enhancedAimDrives;camouflageNet;;25.39
germany:G19_Wespe;enhancedAimDrives;turbocharger;;16.25
germany:G19_Wespe;stereoscope;enhancedAimDrives;;15.61
germany:G20_Marder_II;stereoscope;camouflageNet;;38.06
germany:G20_Marder_II;enhancedAimDrives;stereoscope;;14.99
germany:G20_Marder_II;enhancedAimDrives;camouflageNet;;9.95
germany:G21_PanzerJager_I;stereoscope;;;46.31
germany:G21_PanzerJager_I;camouflageNet;;;27.71
germany:G21_PanzerJager_I;enhancedAimDrives;;;14.29
germany:G22_Sturmpanzer_II;enhancedAimDrives;camouflageNet;stereoscope;20.41
germany:G22_Sturmpanzer_II;enhancedAimDrives;turbocharger;camouflageNet;18.64
germany:G22_Sturmpanzer_II;enhancedAimDrives;additInvisibilityDevice;camouflageNet;10.44
germany:G23_Grille;rammer;enhancedAimDrives;camouflageNet;38.14
germany:G23_Grille;rammer;rotationMechanism;enhancedAimDrives;21.3
germany:G23_Grille;enhancedAimDrives;rammer;stereoscope;5.3
germany:G24_VK3002DB;ventilation;rammer;coatedOptics;15.76
germany:G24_VK3002DB;ventilation;improvedSights;rammer;9.38
germany:G24_VK3002DB;ventilation;enhancedAimDrives;rammer;9.22
germany:G25_PzII_Luchs;ventilation;additInvisibilityDevice;coatedOptics;13.1
germany:G25_PzII_Luchs;ventilation;turbocharger;coatedOptics;8.83
germany:G25_PzII_Luchs;ventilation;enhancedAimDrives;coatedOptics;8.26
germany:G26_VK1602;ventilation;additInvisibilityDevice;coatedOptics;12.34
germany:G26_VK1602;ventilation;aimingStabilizer;coatedOptics;8.26
germany:G26_VK1602;ventilation;camouflageNet;stereoscope;5.78
germany:G27_VK3001P;healthReserve;rammer;ventilation;11.42
germany:G27_VK3001P;ventilation;enhancedAimDrives;rammer;6.81
germany:G27_VK3001P;ventilation;rammer;coatedOptics;6.57
germany:G28_PzIII_IV;ventilation;rammer;coatedOptics;19.44
germany:G28_PzIII_IV;ventilation;enhancedAimDrives;rammer;6.63
germany:G28_PzIII_IV;ventilation;rammer;stereoscope;4.3
germany:G32_PzV_PzIV;ventilation;coatedOptics;rammer;48.78
germany:G32_PzV_PzIV;ventilation;healthReserve;rammer;7.43
germany:G32_PzV_PzIV;ventilation;turbocharger;rammer;5.55
germany:G32_PzV_PzIV_ausf_Alfa;rammer;coatedOptics;ventilation;69.51
germany:G32_PzV_PzIV_ausf_Alfa;coatedOptics;ventilation;camouflageNet;7.62
germany:G32_PzV_PzIV_ausf_Alfa;turbocharger;coatedOptics;rammer;7.39
germany:G33_H39_captured;ventilation;;;32.7
germany:G33_H39_captured;healthReserve;;;30.81
germany:G33_H39_captured;turbocharger;;;18.86
germany:G34_S35_captured;ventilation;healthReserve;;29.74
germany:G34_S35_captured;healthReserve;turbocharger;;12.94
germany:G34_S35_captured;ventilation;turbocharger;;9.39
germany:G35_B-1bis_captured;ventilation;turbocharger;healthReserve;37.18
germany:G35_B-1bis_captured;ventilation;healthReserve;enhancedAimDrives;18.44
germany:G35_B-1bis_captured;ventilation;healthReserve;coatedOptics;9.18
germany:G36_PzII_J;healthReserve;turbocharger;;37.25
germany:G36_PzII_J;ventilation;healthReserve;;22.86
germany:G36_PzII_J;ventilation;turbocharger;;16.43
germany:G37_Ferdinand;rammer;camouflageNet;stereoscope;9.85
germany:G37_Ferdinand;ventilation;healthReserve;rammer;5.9
germany:G37_Ferdinand;rammer;enhancedAimDrives;ventilation;5.21
